"WORD","POS"
"بيول","Verb"
"بيوګرافي","Noun"
"بيير ","Noun"
"بيېدل","Verb"
"بټ سترګی","Adjective"
"بټل","Noun"
"بټه","Noun"
"بټي بيابان","Noun"
"بټياری","Noun"
"بټيارۍ","Noun"
"بټۍ","Noun"
"بڅرکی","Noun"
"بڅری","Noun"
"بډ","Noun"
"بډال","Noun"
"بډايي","Noun"
"بډای","Adjective"
"بډه","Noun"
"بډوډی","Noun"
"بډي","Noun"
"بډي خور","Noun"
"بډي مار","Noun"
"بړازګه","Noun"
"بړاس","Noun"
"بړانجا","Adjective"
"بړانګه","Noun"
"بړبس","Noun"
"بړبوزه","Noun"
"بړچ","Noun"
"بړچېدل","Verb"
"بړستن","Noun"
"بړستنګۍ","Noun"
"بړوس","Adjective"
"بړوسول","Verb"
"بړوه","Noun"
"بړوۍ","Noun"
"بړېڅ","Noun"
"بږبږانکه","Noun"
"بږوې","Noun"
"بښل","Verb"
"بګ","Adjective"
"بګاښ","Noun"
"بګه","Noun"
"بګړۍ","Noun"
"بګۍ","Noun"
"بګۍ وان","Noun"
"بګېل","Adjective"
"بڼ","Noun"
"بڼه","Noun"
"بڼهار","Noun"
"بڼيار","Noun"
"بې اتفاقه","Adjective"
"بې اتفاقي","Noun"
"بې اثره","Adjective"
"بې اجله","Adjective"
"بې احتياطه","Adjective"
"بې احتياطي","Noun"
"بې اختياره","Adverb"
"بې ادبه","Adjective"
"بې ادبي","Noun"
"بې ارزښته","Adjective"
"بې ازاره","Adjective"
"بې اساسه","Adjective"
"بې استعداده","Adjective"
"بې اسرې","Adjective"
"بې اشتها","Adjective"
"بې اصله","Adjective"
"بې اصوله","Adjective"
"بې اعتماده","Adjective"
"بې اعتنا","Adjective"
"بې اعتنايي","Noun"
"بې اقتداره","Adjective"
"بې اندازه","Adjective"
"بې انصافه","Adjective"
"بې اهميته","Adjective"
"بې ايمانه","Adjective"
"بې ايماني","Noun"
"بې آبرو","Adjective"
"بې آبه","Adjective"
"بې آبول","Verb"
"بې آبي","Noun"
"بې آبېدل","Verb"
"بې باوره","Adjective"
"بې بخته","Adjective"
"بې بختي","Noun"
"بې پامه","Adjective"
"بې پته","Adjective"
"بې پروا","Adjective"
"بې پروايي","Noun"
"بې تجربې","Adjective"
"بې تربيه","Adjective"
"بې تربيي","Adjective"
"بې تعليمه","Adjective"
"بې تکلفه","Adjective"
"بې تکليفه","Adjective"
"بې تميزه","Adjective"
"بې ثباتي","Noun"
"بې چرته","Adjective"
"بې حرکته","Adjective"
"بې حرمته","Adjective"
"بې حرمتي","Noun"
"بې حسابه","Adjective"
"بې حسه","Adjective"
"بې حوصلې","Adjective"
"بې حيايي","Noun"
"بې خاونده","Adjective"
"بې خبره","Adjective"
"بې خبري","Noun"
"بې خرڅه","Adjective"
"بې خطره","Adjective"
"بې دينه","Adjective"
"بې ديني","Noun"
"بې زوره","Adjective"
"بې ژبی","Adjective"
"بې سا","Adjective"
"بې ساری","Adjective"
"بې ستره","Adjective"
"بې سته","Adjective"
"بې سده","Adjective"
"بې سياله","Adjective"
"بې سيم","Adjective"
"بې سېکه","Adjective"
"بې شانه","Adjective"
"بې شماره","Adjective"
"بې شمزۍ","Adjective"
"بې شمېره","Adjective"
"بې صبره","Adjective"
"بې صبري","Noun"
"بې ضرره","Adjective"
"بې طاقته","Adjective"
"بې طاقتي","Noun"
"بې طالع","Adjective"
"بې طرفه","Adjective"
"بې طرفي","Noun"
"بې طمعې","Adjective"
"بې عزته","Adjective"
"بې عقل","Adjective"
"بې عقلي","Noun"
"بې علاقې","Adjective"
"بې علته","Adjective"
"بې علمه","Adjective"
"بې علمي","Noun"
"بې عيبه","Adjective"
"بې غرضه","Adjective"
"بې غرضي","Noun"
"بې غشه","Adjective"
"بې غمه","Adjective"
"بې غمي","Noun"
"بې غوره","Adjective"
"بې غوري","Noun"
"بې غيرته","Adjective"
"بې غيرتي","Noun"
"بې فايدې","Adjective"
"بې فکري","Noun"
"بې قيده","Adjective"
"بې قيدي","Noun"
"بې کسبه","Adjective"
"بې کسه","Adjective"
"بې کسي","Noun"
"بې کفايته","Adjective"
"بې کفايتي","Noun"
"بې کماله","Adjective"
"بې کوره","Adjective"
"بې کډې","Adjective"
"بې لاري","Adjective"
"بې لحاظه","Adjective"
"بې لزومه","Adjective"
"بې مثاله","Adjective"
"بې مخه","Adjective"
"بې معنا","Adjective"
"بې مغزه","Adjective"
"بې موجبه","Adjective"
"بې مورده","Adjective"
"بې مينې","Adjective"
"بې ناموسه","Adjective"
"بې ناموسي","Noun"
"بې نتيجې","Adjective"
"بې نزاکته","Adjective"
"بې نزاکتي","Noun"
"بې نصيبه","Adjective"
"بې نظمه","Adjective"
"بې نظمي","Noun"
"بې نظيره","Adjective"
"بې ننګه","Adjective"
"بې ننګي","Noun"
"بې هوښه","Adjective"
"بې هوښي","Noun"
"بې هيڅه","Adjective"
"بې وارثه","Adjective"
"بې واره","Adjective"
"بې واسطې","Adjective"
"بې وجدانه","Adjective"
"بې وخته","Adverb"
"بې وزله","Adjective"
"بې وزنه","Adjective"
"بې وسلې","Adjective"
"بې وسلې کول","Verb"
"بې وسلې کېدل","Verb"
"بې وسه","Adjective"
"بې وطنه","Adjective"
"بې وطنه کول","Verb"
"بې وطنه کېدل","Verb"
"بې وفا","Adjective"
"بې وفا کېدل","Verb"
"بې وفايي","Noun"
"بې وفايي کول ","Verb"
"بې وقاره","Adjective"
"بې ځايه","Adjective"
"بې څښتنه","Adjective"
"بې ډاډه","Adjective"
"بې ډبه","Adjective"
"بې ډوله","Adjective"
"بې ږغه","Adjective"
"بې ږوږه","Adjective"
"بې ښې","Adjective"
"بې ګزارې","Adjective"
"بې ګناه","Adjective"
"بې ګټې","Adjective"
"بېباکه","Adjective"
"بېباکي","Noun"
"بېتار","Noun"
"بېچاره","Adjective"
"بېخ","Noun"
"بېخوبه","Adjective"
"بېخوبي","Noun"
"بېخولې","Adjective"
"بېخونده","Adjective"
"بېخي","Adverb"
"بېدانه","Adjective"
"بېديا","Noun"
"بېديانی","Adjective"
"بېذوقه","Adjective"
"بېرته","Adverb"
"بېرحمه","Adjective"
"بېرحمي","Noun"
"بېرنګه","Adjective"
"بېره","Noun"
"بېرول","Verb"
"بېروه","Adjective"
"بېروڼه","Adjective"
"بېريا","Adjective"
"بېرېدل","Verb"
"بېرېدلی","Participles"
"بېزاره","Adjective"
"بېزارول","Verb"
"بېزاري","Noun"
"بېزارېدل","Verb"
"بېزاوه","Adjective"
"بېسواده","Adjective"
"بېسوادي","Noun"
"بېعدالتي","Noun"
"بېقاعدې","Adjective"
"بېکاره","Adjective"
"بېکاره","Adjective"
"بېکاري","Noun"
"بېل","Adjective"
"بېل","Noun"
"بېل بېل","Adverb"
"بېلتون","Noun"
"بېلچه","Noun"
"بېلک","Noun"
"بېلوالی","Noun"
"بېلول","Verb"
"بېلګه","Noun"
"بېلګونه","Noun"
"بېلېدل","Verb"
"بېمالګې","Adjective"
"بېنوا","Adjective"
"بېنومه","Adjective"
"بېنډۍ","Noun"
"بېواټه","Adjective"
"بېول","Verb"
"بېول","Verb"
"بېډۍ","Noun"
"بېړا","Adjective"
"بېړه","Noun"
"بېړۍ","Noun"
"بېګا","Adverb"
"بېګاته","Adverb"
"بېګار","Adjective"
"بېګانه","Adjective"
"پاپ","Noun"
"پاپېچی","Noun"
"پاتا","Noun"
"پاته","Adjective"
"پاته کول","Verb"
"پاته کېدل","Verb"
"پاتی","Noun"
"پاتې","Adjective"
"پاتې شونی","Adjective"
"پاچا","Noun"
"پاچايي","Noun"
"پاخه","Adjective"
"پادري","Noun"
"پاده وان","Noun"
"پارچاو","Noun"
"پارچاوه","Noun"
"پارچاوول","Verb"
"پارچاوېدل","Verb"
"پارچه","Noun"
"پارسل","Noun"
"پارک","Noun"
"پارکال","Noun"
"پارلمان","Noun"
"پارلماني","Adjective"
"پاره","Noun"
"پارو","Noun"
"پاروکۍ","Noun"
"پارول","Verb"
"پارونکی","Noun"
"پاريس","Noun"
"پارټ","Noun"
"پارټي","Noun"
"پارېدل","Verb"
"پارېدنه","Noun"
"پازه وال","Noun"
"پاس","Adverb"
"پاس","Noun"
"پاسپورټ","Noun"
"پاسره","Noun"
"پاسره ګر","Adjective"
"پاسنی","Adjective"
"پاسټل","Noun"
"پاشل","Verb"
"پاشلی","Adjective"
"پاغونده","Noun"
"پاک","Adjective"
"پاکستان","Noun"
"پاکنويس","Adjective"
"پاکنويسي","Noun"
"پاکه نفسه","Adjective"
"پاکوالی","Noun"
"پاکول","Verb"
"پاکټ","Noun"
"پاکېدل","Verb"
"پال","Noun"
"پالاسټيکي","Adjective"
"پالانه","Noun"
"پالش","Noun"
"پالک","Noun"
"پالل","Verb"
"پالندوی","Noun"
"پالنه","Noun"
"پالنګ","Noun"
"پاله","Noun"
"پالوال","Adjective"
"پالوان","Noun"
"پالوده","Noun"
"پالونکی","Noun"
"پاليسي","Noun"
"پالېز","Noun"
"پالېزوان","Noun"
"پام","Noun"
"پامته دار","Adjective"
"پاملرنه","Noun"
"پامير","Noun"
"پانسمان","Noun"
"پانه","Noun"
"پانوس","Noun"
"پانګ","Noun"
"پانګه","Noun"
"پانګوال","Noun"
"پاهه","Noun"
"پاو","Noun"
"پاولی","Noun"
"پايپ","Noun"
"پايتاوه","Noun"
"پايتخت","Noun"
"پايدان","Noun"
"پايزېب","Noun"
"پايمال","Adjective"
"پايه","Noun"
"پايڅه","Noun"
"پايښت","Noun"
"پايېدل","Verb"
"پاڅه","command"
"پاڅول","Verb"
"پاڅېدل","Verb"
"پاډه","Noun"
"پاړسنګ","Noun"
"پاړسو","Noun"
"پاړکۍ","Noun"
"پاړو","Noun"
"پاړوګر","Adjective"
"پاږی","Noun"
"پاګل","Adjective"
"پاڼ","Noun"
"پاڼه","Noun"
"پاڼو","Noun"
"پای","Noun"
"پپخه","Noun"
"پپوس","Noun"
"پپړ","Adjective"
"پت","Noun"
"پتاسه","Noun"
"پتالوجي","Noun"
"پتری","Noun"
"پترۍ","Noun"
"پتک","Noun"
"پتکه","Noun"
"پتلون","Noun"
"پتلېس","Noun"
"پتنه","Noun"
"پتنوس","Noun"
"پتنګ","Noun"
"پته","Noun"
"پته","Noun"
"پتير","Adjective"
"پتيره","Noun"
"پتڼ","Noun"
"پتې","Noun"
"پچکولمه","Noun"
"پچه","Noun"
"پخپله","Adverb"
"پخپله","proNoun"
"پخلا","Adjective"
"پخلا توب","Noun"
"پخلنځی","Noun"
"پخلی","Noun"
"پخن","Adjective"
"پخه","Adjective"
"پخه","Noun"
"پخوا","Adverb"
"پخوانی","Adjective"
"پخول","Verb"
"پخوونکی","Noun"
"پخېدل","Verb"
"پديده","Noun"
"پر","Adverb"
"پر","Noun"
"پراته","Adjective"
"پراچي","Noun"
"پراخ","Adjective"
"پراختيا","Noun"
"پراختياغوښتونکی","Noun"
"پراخوالی","Noun"
"پراخول","Verb"
"پراخېدل","Verb"
"پرازيت","Noun"
"پراشوټ","Noun"
"پرانيستل","Verb"
"پراټه","Noun"
"پرتله","Noun"
"پرته","Adjective"
"پرته","Adverb"
"پرتوګ","Noun"
"پرتوګاښ","Noun"
"پرتګال","Noun"
"پرتې","Noun"
"پرتې ويل","Verb"
"پرچون","Noun"
"پرخ","Noun"
"پرخاړه","Noun"
"پرخه","Noun"
"پرخوا","Adjective"
"پرخواتوب","Noun"
"پرده","Noun"
"پرده ساتل","Verb"
"پردی","Adjective"
"پردېس","Adjective"
"پردېسي","Noun"
"پرزه","Noun"
"پرستار","Noun"
"پرستاره","Noun"
"پرستاري","Noun"
"پرستش","Noun"
"پرسد","Adjective"
"پرسدتوب","Noun"
"پرسوزه","Adjective"
"پرسونل","Noun"
"پرشا","Adverb"
"پرضد","particles"
"پرکار","Noun"
"پرکال","Adverb"
"پرکال","Noun"
"پرکاله","Adjective"
"پرکټی","Noun"
"پرکټۍ","Noun"
"پرله پسې","Adverb"
"پرله پوري","Adjective"
"پرمخ","Adverb"
"پرمخ تللی","Adjective"
"پرمختګ","Noun"
"پرنجل","Verb"
"پرنجی","Noun"
"پرنجېدل","Verb"
"پرنسيپ","Noun"
"پرنګی","Noun"
"پره","Noun"
"پرهار","Noun"
"پرهارژلی","Adjective"
"پرهيزګار","Noun"
"پرهېز","Noun"
"پرهېزګاري","Noun"
"پروا","Noun"
"پروان","Noun"
"پروپاګنډ","Noun"
"پروپاګنډچي","Noun"
"پروت","Adjective"
"پروجکټر","Noun"
"پروژه","Noun"
"پروسه","Noun"
"پروسږکال","Adverb"
"پروسږن","Adjective"
"پروف","Noun"
"پروفيسر","Noun"
"پرون","Adverb"
"پرونی","Adjective"
"پروټسټانټ","Noun"
"پروټوپلازم","Noun"
"پروټوکول","Noun"
"پروټيسټ","Noun"
"پروړ","Noun"
"پروګرام","Noun"
"پروېزی","Noun"
"پري","Noun"
"پريفکس","Noun"
"پريړ","Adjective"
"پريړتوب","Noun"
"پريړول","Verb"
"پريړېدل","Verb"
"پرځول","Verb"
"پرښه","Noun"
"پرګنه","Noun"
"پرګه","Noun"
"پرۍ","Noun"
"پرې","Adjective"
"پرې","Adverb"
"پرې","Adverb"
"پرې ايستل","Verb"
"پرې کول","Verb"
"پرې کړی","Adjective"
"پرې کېدل","Verb"
"پرېز","Noun"
"پرېزانه","Noun"
"پرېسښودنه","Noun"
"پرېکړه","Noun"
"پرېواته","Noun"
"پرېوتل","Verb"
"پرېولل","Verb"
"پرېټ","Noun"
"پرېښودل","Verb"
"پرېښوول","Verb"
"پزه","Noun"
"پس انداز","Noun"
"پس پس","Noun"
"پس پسی","Noun"
"پس پسی کول","Verb"
"پس خورده","Noun"
"پس منظر","Noun"
"پسات","Noun"
"پساتي","Adjective"
"پساو","Noun"
"پست","Adjective"
"پسته","Adjective"
"پسته","Adverb"
"پسته","Noun"
"پستول","Verb"
"پستي","Noun"
"پستېدل","Verb"
"پسخانه","Noun"
"پسخول","Verb"
"پسرلنی","Adjective"
"پسرلی","Noun"
"پسکی","Noun"
"پسمانده","Adjective"
"پسه","Noun"
"پسور","Noun"
"پسورور","Adjective"
"پسول","Noun"
"پسولل","Verb"
"پسې","Adverb"
"پشته","Noun"
"پشلا","Adverb"
"پشمي","Adjective"
"پشه","Noun"
"پشېرله","Noun"
"پشېرلی","Noun"
"پغنه","Noun"
"پک","Noun"
"پک والی","Noun"
"پکت","Noun"
"پکتيا","Noun"
"پکر","Noun"
"پکرکول","Verb"
"پکه","Noun"
"پکه باښه","Noun"
"پکښې","Adverb"
"پکی","Noun"
"پکېدل","Verb"
"پل","Noun"
"پلا","Noun"
"پلاتين","Noun"
"پلار","Noun"
"پلارتوب","Noun"
"پلارګلوي","Noun"
"پلاس","Noun"
"پلاسټيک","Noun"
"پلان","Noun"
"پلانکی","Adjective"
"پلانګذاري","Noun"
"پلانی","Adjective"
"پلته","Noun"
"پلچک","Noun"
"پلرگنۍ","Noun"
"پلرنی","Adjective"
"پلک","Noun"
"پلکه","Noun"
"پلمه","Noun"
"پلمه کول","Verb"
"پلن","Adjective"
"پلندر","Noun"
"پلنوالی","Noun"
"پلنول","Verb"
"پلنډه","Noun"
"پلنډي","Noun"
"پلنېدل","Verb"
"پله","Noun"
"پلو","Noun"
"پلورل","Verb"
"پلورنځی","Noun"
"پلوشه","Noun"
"پلول","Verb"
"پلوی","Noun"
"پليت","Adjective"
"پليته","Noun"
"پلټل","Verb"
"پلټن","Noun"
"پلټنه","Noun"
"پلټونکی","Noun"
"پلی","Adjective"
"پلېټ","Noun"
"پلېټ فارم","Noun"
"پمپ","Noun"
"پمن","Adjective"
"پنا","Noun"
"پنبه","Noun"
"پنجره","Noun"
"پنجه","Noun"
"پنچر","Adjective"
"پند","Noun"
"پنده","Noun"
"پنسل","Noun"
"پنسل پاک","Noun"
"پنځسويز","Noun"
"پنځکلن","Adjective"
"پنځلسم","Adjective"
"پنځم","Adjective"
"پنځه","numerical"
"پنځه سويز","Adjective"
"پنځه کلن","Adjective"
"پنځه لس","numerical"
"پنځوس","numerical"
"پنځوس پولۍ","Noun"
"پنځوسی","Noun"
"پنځګون","Noun"
"پنډ","Adjective"
"پنډ","Noun"
"پنډغالی","Noun"
"پنډکۍ","Noun"
"پنډل","Noun"
"پنډوس","Adjective"
"پنډوس","Noun"
"پنډي","Noun"
"پنډېدل","Verb"
"پنګ پانګ","Noun"
"په","Adverb"
"په مټې","Adverb"
"په ياد","Adverb"
"په يادول","Verb"
"په يادېدل","Verb"
"پهلوان","Noun"
"پوپلزی","Noun"
"پوپنا","Adjective"
"پوچ","Adjective"
"پوچ خولی","Adjective"
"پوچک","Adjective"
"پوچۍ","Noun"
"پوخ","Adjective"
"پور","Noun"
"پوراينه","Noun"
"پورتنی","Adjective"
"پورته","Adverb"
"پورته کول","Verb"
"پورته کېدل","Verb"
"پورتګال","Noun"
"پورتګالي","Adjective"
"پوره","Adjective"
"پوره کول","Verb"
"پوره کېدل","Verb"
"پورول","Verb"
"پوري  وتنه","Noun"
"پوري ايستل","Verb"
"پوري کول","Verb"
"پوري وهل","Verb"
"پوري وهنه","Noun"
"پورې","Adverb"
"پورې","Adverb"
"پوزی","Noun"
"پوسپوسی","Noun"
"پوسپوسی کول","Verb"
"پوست","Adjective"
"پوست","Noun"
"پوستکی","Noun"
"پوسته","Noun"
"پوسته خانه","Noun"
"پوستوالی","Noun"
"پوستول","Verb"
"پوستين","Noun"
"پوستين ګنډونکی","Noun"
"پوستينچه","Noun"
"پوکاڼه","Noun"
"پوکاڼۍ","Noun"
"پوکل","Verb"
"پوکول","Verb"
"پوکی","Noun"
"پول","Noun"
"پول","Noun"
"پولاد","Noun"
"پولادي","Adjective"
"پولنډ","Noun"
"پولنډي","Adjective"
"پوله","Noun"
"پوليس","Noun"
"پوليسي","Adjective"
"پومبه","Noun"
"پومبه يي","Adjective"
"پوندانه","Noun"
"پونډ","Noun"
"پونډه","Noun"
"پونډۍ","Noun"
"پونګه","Noun"
"پوه","Adjective"
"پوهان","Adjective"
"پوهاند","Noun"
"پوهاندي","Noun"
"پوهنتون","Noun"
"پوهندوی","Noun"
"پوهنمل","Noun"
"پوهنه","Noun"
"پوهنوال","Noun"
"پوهنيار","Noun"
"پوهنځی","Noun"
"پوهه","Noun"
"پوهوالی","Noun"
"پوهول","Verb"
"پوهيالی","Noun"
"پوهېدلی","Adjective"
"پوهېدنه","Noun"
"پوول","Verb"
"پوونده","Noun"
"پوټی","Noun"
"پوځ","Noun"
"پوڅکۍ","Noun"
"پوڅه","Noun"
"پوډر","Noun"
"پوډرپاشي","Noun"
"پوډين","Noun"
"پوړ","Noun"
"پوړمخی","Adverb"
"پوړنده","Noun"
"پوړنی","Noun"
"پوړه","Adjective"
"پوړيز","Adjective"
"پوړۍ","Noun"
"پوښ","Noun"
"پوښاک","Noun"
"پوښتل","Verb"
"پوښتنپاڼه","Noun"
"پوښتنه","Noun"
"پوښتورګی","Noun"
"پوښتۍ","Noun"
"پوښل","Verb"
"پوښونکی","Noun"
"پوښښ","Noun"
"پوڼکي","Noun"
"پوڼول","Verb"
"پوڼېدل","Verb"
"پياده","Adjective"
"پياز","Noun"
"پياله","Noun"
"پيانو","Noun"
"پياوړتوب","Noun"
"پياوړتيا","Noun"
"پياوړی","Adjective"
"پيپ","Noun"
"پيت","Adjective"
"پيت پزی","Adjective"
"پيتل","Noun"
"پيته","Noun"
"پيتول","Verb"
"پيتېدل","Verb"
"پيدا","Adjective"
"پيدا کول","Verb"
"پيدا کوونکی","Noun"
"پيدايښت","Noun"
"پير","Noun"
"پيره","Noun"
"پيره دار","Noun"
"پيرو","Noun"
"پيروي","Noun"
"پيريانی","Adjective"
"پيری","Noun"
"پيس","Noun"
"پيسه","Noun"
"پيسه داره","Adjective"
"پيسې","Noun"
"پيش پړانګ","Noun"
"پيشته","Adverb"
"پيشو","Noun"
"پيشونګړی","Noun"
"پيغمبر","Noun"
"پيک","Noun"
"پيکنګ","Noun"
"پيکه","Adjective"
"پيکړه","Noun"
"پيل","Noun"
"پيل مرغ","Noun"
"پيلوان","Noun"
"پيلوټ","Noun"
"پينه","Noun"
"پينګ","Noun"
"پينګ پانګ","Noun"
"پيوند","Noun"
"پيوندول","Verb"
"پيڅه","Noun"
"پټ","Adjective"
"پټ","Noun"
"پټاره","Noun"
"پټاس","Noun"
"پټاکۍ","Noun"
"پټاټه","Noun"
"پټاټې","Noun"
"پټخ","Adjective"
"پټرول","Noun"
"پټکی","Noun"
"پټلۍ","Noun"
"پټه","Noun"
"پټه","Noun"
"پټه دار","Adjective"
"پټو","Noun"
"پټوخ","Adjective"
"پټول","Verb"
"پټی","Noun"
"پټۍ","Noun"
"پټېدل","Verb"
"پڅ","Adjective"
"پڅوالی","Noun"
"پڅول","Verb"
"پڅېدل","Verb"
"پړ","Adjective"
"پړانګ","Noun"
"پړاو","Noun"
"پړسول","Verb"
"پړسولی","Adjective"
"پړسېدل","Verb"
"پړسېدلی","Adjective"
"پړسېدنه","Noun"
"پړک","Noun"
"پړکی","Noun"
"پړمخی","Adverb"
"پړه","Noun"
"پړول","Verb"
"پړينګ","Noun"
"پړی","Noun"
"پړېدل","Verb"
"پښ","Noun"
"پښت","Noun"
"پښتانه","Noun"
"پښتنه","Noun"
"پښتنواله","Noun"
"پښتني","Adjective"
"پښتو","Noun"
"پښتون","Noun"
"پښتونخوا","Noun"
"پښتونستان","Noun"
"پښتۍ","Noun"
"پښهار","Noun"
"پښوندی","Noun"
"پښېدل","Verb"
"پښېمانه","Adjective"
"پښېمانول","Verb"
"پښېمانيدل","Verb"
"پڼه","Noun"
"پڼول","Verb"
"پڼډول","Verb"
"پڼې","Noun"
"پۍ","Noun"
"پېچ","Noun"
"پېچتو","Noun"
"پېچکاري","Noun"
"پېچکښ","Noun"
"پېچل","Verb"
"پېچومی","Noun"
"پېر","Noun"
"پېرزو","Noun"
"پېرزوينه","Noun"
"پېرکی","Noun"
"پېرل","Verb"
"پېروان","Noun"
"پېروتې","Noun"
"پېرودل","Verb"
"پېروزه","Noun"
"پېروژه","Noun"
"پېروی","Noun"
"پېرګر","Noun"
"پېزوان","Noun"
"پېژنتون","Noun"
"پېژند","Noun"
"پېژند ګلوي","Noun"
"پېژندل","Verb"
"پېژندنه","Noun"
"پېش بند","Noun"
"پېش بين","Adjective"
"پېش بيني","Noun"
"پېشخدمت","Noun"
"پېشخوره","Adjective"
"پېشکي","Noun"
"پېشنهاد","Noun"
"پېشوا","Noun"
"پېشګويي","Noun"
"پېغلتوب","Noun"
"پېغله","Noun"
"پېغور","Noun"
"پېغور ورکول","Verb"
"پېلوزی","Noun"
"پېيل","Verb"
"پېټ","Noun"
"پېټک","Noun"
"پېټی","Noun"
"پېڅه","Noun"
"پېڅول","Noun"
"پېړۍ","Noun"
"پېښ","Noun"
"پېښ","Noun"
"پېښه","Noun"
"پېښور","Noun"
"پېښول","Verb"
"پېښې","Noun"
"پېښېدل","Verb"
"پېښېدونکی","Noun"
"ت","Noun"
"تا","Noun"
"تا","proNoun"
"تابعيت","Noun"
"تابلو","Noun"
"تابوت","Noun"
"تاتار","Noun"
"تاترين","Noun"
"تاثر","Noun"
"تاثير","Noun"
"تاج","Noun"
"تاجر","Noun"
"تاجک","Noun"
"تاجکستان","Noun"
"تاجيل","Noun"
"تاخچه","Noun"
"تاخون","Noun"
"تاداو","Noun"
"تاديب","Noun"
"تاديه","Noun"
"تار","Noun"
"تارپه تار","Adverb"
"تارپه تارکول","Verb"
"تارپه تارکيدل","Verb"
"تارکول","Noun"
"تارو","Noun"
"تاريخ","Noun"
"تاريخچه","Noun"
"تاريخي","Adjective"
"تاريز","Adjective"
"تاز","Noun"
"تازه","Adjective"
"تازي","Noun"
"تاس","Noun"
"تاسف","Noun"
"تاسيس","Noun"
"تاسيسول","Verb"
"تاسې","proNoun"
"تاش په تاش","Adjective"
"تاشله","Adjective"
"تافته","Noun"
"تاک","Noun"
"تاکتيک","Noun"
"تاکيد","Noun"
"تالا","Noun"
"تالار","Noun"
"تالنده","Noun"
"تالو","Noun"
"تاليف","Noun"
"تاليفول","Verb"
"تام","Adjective"
"تامل","Noun"
"تامين","Noun"
"تامينول","Verb"
"تان","Noun"
"تانسته","Noun"
"تانيث","Noun"
"تانګ","Noun"
"تاوان رسول","Verb"
"تاوان ورکول","Verb"
"تاوانول","Verb"
"تاوانی","Adjective"
"تاوز","Noun"
"تاوه خانه","Noun"
"تاووس","Noun"
"تاوول","Verb"
"تاوون","Noun"
"تاويز","Noun"
"تاوېدل","Verb"
"تاييد","Noun"
"تاييدول","Verb"
"تاييدېدل","Verb"
"تاړ","Noun"
"تاړاک","Noun"
"تاڼه","Noun"
"تاڼه دار","Noun"
"تبادله","Noun"
"تباشير","Noun"
"تباه","Adjective"
"تباهي","Noun"
"تبجن","Adjective"
"تبحر","Noun"
"تبخير","Noun"
"تبخی","Noun"
"تبديل","Adjective"
"تبديلول","Verb"
"تبديلي","Noun"
"تبديلېدل","Verb"
"تبر","Noun"
"تبرزين","Noun"
"تبرک","Noun"
"تبريک","Noun"
"تبرګی","Noun"
"تبسم","Noun"
"تبصره","Noun"
"تبعه","Noun"
"تبک","Noun"
"تبل","Verb"
"تبليغ","Noun"
"تبليغات","Noun"
"تبليغاتي","Adjective"
"تبليغول","Verb"
"تبه","Noun"
"تبی","Noun"
"تبۍ","Noun"
"تپاک","Noun"
"تپان","Noun"
"تپاند","Adjective"
"تپل","Verb"
"تپنده","Adjective"
"تپوس","Noun"
"تپېدل","Verb"
"تت","Adjective"
"تتبع","Noun"
"تتۍ","Noun"
"تتۍ","Noun"
"تثبيت","Noun"
"تثبيتول","Verb"
"تجارت","Noun"
"تجارتخانه","Noun"
"تجارتي","Adjective"
"تجارتځۍ","Noun"
"تجانس","Noun"
"تجاهل","Noun"
"تجاوز","Noun"
"تجدد","Noun"
"تجديد","Noun"
"تجديدکول","Verb"
"تجديدنظر","Noun"
"تجربه","Noun"
"تجربوي","Adjective"
"تجريد","Noun"
"تجريدول","Verb"
"تجزيه","Noun"
"تجسس","Noun"
"تجسم","Noun"
"تجلي","Noun"
"تجليل","Noun"
"تجمع","Noun"
"تجمل","Noun"
"تجهيز","Noun"
"تجهيزات","Noun"
"تجويز","Noun"
"تحت الارضي","Adjective"
"تحت البحري","Adjective"
"تحت الحمايه","Adjective"
"تحت اللفضي","Adjective"
"تحديد","Noun"
"تحديدول","Verb"
"تحديدېدل","Verb"
"تحرير","Noun"
"تحريرات","Noun"
"تحريري","Adjective"
"تحريف","Noun"
"تحريک","Noun"
"تحريکول","Verb"
"تحريم","Noun"
"تحسين نامه","Noun"
"تحصيل","Noun"
"تحصيلات","Noun"
"تحصيلول","Verb"
"تحصيلي","Adjective"
"تحفظ","Noun"
"تحفه","Noun"
"تحقق","Noun"
"تحقير","Noun"
"تحقيرول","Verb"
"تحقيق","Noun"
"تحقيقات","Noun"
"تحقيقي","Adjective"
"تحکيم","Noun"
"تحليف","Noun"
"تحليل","Noun"
"تحليلول","Verb"
"تحليلي هندسه","Noun"
"تحمل","Noun"
"تحميل","Noun"
"تحميلول","Verb"
"تحميلي","Adjective"
"تحول","Noun"
"تحويل","Noun"
"تحويلخانه","Noun"
"تحويلدار","Noun"
"تحويلول","Verb"
"تخت","Noun"
"تخته","Adjective"
"تخته","Noun"
"تخته پاک","Noun"
"تخريب","Noun"
"تخريبي","Adjective"
"تخصص","Noun"
"تخصصي","Adjective"
"تخصيص","Noun"
"تخصيصيه","Noun"
"تخطي","Noun"
"تخفيف","Noun"
"تخلص","Noun"
"تخلف","Noun"
"تخليقي","Adjective"
"تخليه","Noun"
"تخم","Noun"
"تخمدان","Noun"
"تخمه","Noun"
"تخمي","Adjective"
"تخمين","Noun"
